,Film_title,Release_year,Director,Cast,Personal_rating,Average_rating,Letterboxd URL
289,Glengarry Glen Ross,1992,James Foley,"['Al Pacino', 'Jack Lemmon', 'Alec Baldwin', 'Alan Arkin', 'Ed Harris', 'Kevin Spacey', 'Jonathan Pryce', 'Bruce Altman', 'Jude Ciccolella', 'Paul Butler', 'Lori Tan Chinn', 'Neal Jones', 'Barry Rohrssen', 'Leigh French', 'George Cheung', 'Murphy Dunne', 'Dana Lee', 'Julie Payne', 'Gregory Snegoff', 'Skipp Lynch']",4.0,3.88,https://letterboxd.com//film/glengarry-glen-ross/
290,Porco Rosso,1992,Hayao Miyazaki,"['Shûichirô Moriyama', 'Tokiko Kato', 'Bunshi Katsura', 'Tsunehiko Kamijô', 'Akemi Okamura', 'Akio Otsuka', 'Hiroko Seki', 'Reizō Nomoto', 'Osamu Saka', 'Yû Shimaka', 'Mahito Tsujimura', 'Minoru Yada', 'Yoko Soumi']",4.0,3.92,https://letterboxd.com//film/porco-rosso/
291,Twin Peaks: Fire Walk with Me,1992,David Lynch,"['Sheryl Lee', 'Ray Wise', 'Mädchen Amick', 'Dana Ashbrook', 'Phoebe Augustine', 'David Bowie', 'Eric DaRe', 'Miguel Ferrer', 'Pamela Gidley', 'Heather Graham', 'Chris Isaak', 'Moira Kelly', 'Peggy Lipton', 'David Lynch', 'James Marshall', 'Jürgen Prochnow', 'Harry Dean Stanton', 'Kiefer Sutherland', 'Lenny Von Dohlen', 'Grace Zabriskie', 'Kyle MacLachlan', 'Frances Bay', 'Catherine E. Coulson', 'Michael J. Anderson', 'Frank Silva', 'Walter Olkewicz', 'Al Strobel', 'Gary Hershberger', 'Sandra Kinder', 'Chris Pedersen', 'Victor Rivers', 'Rick Aiello', 'Gary Bullock', 'Jon Huck', 'Mike Malone', 'Joe Berman', 'Yvonne Roberts', 'Audra L. Cooper', 'John Hoobler', 'Kimberly Anne Cole', 'Elizabeth McCarthy', 'C.H. Evans', 'Paige Bennett', 'G. Kenneth Davidson', 'Ingrid Brucato', 'Chuck McQuary', 'Margaret Adams', 'Carlton Lee Russell', 'Calvin Lockhart', 'Jonathan J. Leppell', 'David Brisbin', 'Andrea Hays', 'Julee Cruise', 'Steven Hodges', 'William Ungerman', ""Joseph 'Simon' Szeibert"", 'Smokey Hormel', 'Joseph L. Altruda', 'James Parks', 'Jane Jones', 'Karin Robison', 'Lorna MacMillan', 'Philip Anagnos', 'Anne Gaybis', 'John Nelson']",,4.08,https://letterboxd.com//film/twin-peaks-fire-walk-with-me/
292,Deep Cover,1992,Bill Duke,"['Laurence Fishburne', 'Jeff Goldblum', 'Victoria Dillard', 'Gregory Sierra', 'Clarence Williams III', 'René Assa', 'Alex Colon', 'Roger Guenveur Smith', 'Sydney Lassick', 'Kamala Lopez', 'Julio Oscar Mechoso', 'Glynn Turman', 'James T. Morris', 'Sandra Gould', 'Charles Martin Smith', 'Lira Angel', 'Bruce Paul Barbour', 'Bilal Bashir', 'Anna Berger', 'Donald Bishop', 'Ed Cambridge', 'Jaime Cardriche', 'Alisa Christensen', 'Cory Curtis', 'James Encinas', 'Joseph Ferro', 'Def Jef', 'Harry Frazier', 'Neil Goldberg', 'Revalyn T. Golde', 'Yvette Heyden', 'Erik Kilpatrick', 'Nick LaTour', 'Shannon Macpherson', 'Ric Mancini', 'Lionel Matthews', 'Arthur Mendoza', 'John Messall', 'Paunita Nichols', 'Tony Perez', 'Clifton Powell', 'Roberto Santana', 'Jonathan Scott', 'Vicellous Reon Shannon', 'Eleva Singleton', 'Lisa Thayer', 'Ron Thompson', 'Tyrin Turner', 'David Weixelbaum', 'John Boyd West']",4.5,3.89,https://letterboxd.com//film/deep-cover/
293,My Cousin Vinny,1992,Jonathan Lynn,"['Joe Pesci', 'Ralph Macchio', 'Marisa Tomei', 'Mitchell Whitfield', 'Fred Gwynne', 'Lane Smith', 'Austin Pendleton', 'Bruce McGill', 'Maury Chaykin', 'Paulene Myers', 'Raynor Scheine', 'James Rebhorn', 'Chris Ellis', 'Lou Walker', 'Michael Burgess', 'Michael Simpson', 'Kenny Jones', 'Thomas Merdis', 'J. Don Ferguson', 'Michael Genevie', 'Jeff Lewis', 'Ron Leggett', 'Aubrey J. Osteen', 'Larry Shuler', 'Suzi Bass', 'Bill Coates', 'Jill Jane Clements', 'Muriel Moore', 'Bob Penny']",3.5,3.88,https://letterboxd.com//film/my-cousin-vinny/
294,A Brighter Summer Day,1991,Edward Yang,"['Chang Chen', 'Lisa Yang', 'Chang Kuo-Chu', 'Elaine Jin', 'Chuan Wang', 'Han Chang', 'Chiang Hsiu-Chiung', 'Stephanie Lai', 'Wang Chi-tsan', 'Lawrence Ko', 'Tan Chih-Kang', 'Chang Ming-Hsin', 'Jung Chun-Lung', 'Hui-Kuo Chou', 'Chi-Chung Liu', 'Ching-Hsiang Ho', 'Chang-Ta Tsai', 'Tsung-Ming Lee', 'Hsiao-Tsui Tang', 'Ming-Ying Chiang', 'Hung-Ming Lin', 'Wang Bosen', 'Hung-Yu Chen', 'Tien-Hsiang Yang', 'Hsiao-Wei Liao', 'Cheng-Ching Lin', 'Ming-Hsun Lee', 'Tai-song Chen', 'Ming-Che Lee', 'Ming-Che Lee', 'Yi-Cheng Chung', 'Chia-Hsien Ho', 'Kang-Nien Cheng', 'Hsien-Liang Hsu', 'Chih-Chien Tang', 'Chien-Hung Tseng', 'Yiwen Cao', 'Martin Liu', 'Yi-Chun Chang', 'Yuan Ling', 'Alex Yang', 'Ni Shu-Chun', 'Weiming Wang', 'Ye-Ming Wang', 'Chien-Hsiung Cheng', 'De-Hai Chu', 'Pei-Min Shih', 'Liang-Tso Liu', 'Hang Shen', 'Yang-Yeh Fu', 'Lee Ching-Foo', 'Yi-Wen Chen', 'Jen-Chieh Lin', 'Cheng Yuan-Cheng', 'Yi-Chin Tsai', 'Feng Guoqiang', 'Yu-Lung Yin', 'Hsu Ming', 'Chin Tsai', 'Cho Ming', 'Wen-Yen Chang', 'Lien-Lien Hsiao', 'Emily Y. Chang', 'King Shih-Chieh', 'Lih-Ching Lin', 'Ru-Yun Tang', 'Chiu-Yun Lu', 'Chin Ling Tsao', 'Chin Ling Tsao', 'Hsiao Chih-wen', 'Liang-Yueh Chen', 'Li-Hua Chen', 'Ko-Chung Chang', 'Te-Ming Lu', 'Hsiao Ai', 'Hsi-Sheng Chen', 'Shu-Chuan Huang', 'Hung-Shen Shen', 'Meng Chi-Liang', 'Hung Hung', 'Ting-Ni Ma', 'Hu Hsiang-Ping', 'Pao-Kuei Sun', 'Vicky Chiang', 'Ming-Yang Shih', 'Li-Mei Chen', 'Chen Shiang-Chyi', 'Te-Nan Lai', 'Ju-Ping Lin', 'Danny Deng', 'Ming-Yu Shih', 'Heng-Cheng Lin', 'Yi-Hua Shih', 'Kuo-Chih Shu', 'Chang-Ju Kuo', 'Miao-hui Kao', 'Chang-Hao Liu', 'Hsieh Chung-Mou', 'Chung-Chang Tuan', 'Te-chien Hou', 'Lang Tsu-Yun', 'Tang Shiang-Chu', 'Lai-Fu Chen', 'Min-Nen Lee', 'Yu Wei-Yen', 'Dao Nan Wang', 'Chuang Wu', 'Le-Chin Wu', 'Tzu-Chiang Lee', 'Liping Yang', 'Katherine Hui-ling Chou', 'Yuen Ming-Hung', 'Bo Yuan']",5.0,4.43,https://letterboxd.com//film/a-brighter-summer-day/
295,Light and Heavy,1991,John Lasseter,['Craig Good'],,2.92,https://letterboxd.com//film/light-and-heavy/
296,The Silence of the Lambs,1991,Jonathan Demme,"['Jodie Foster', 'Anthony Hopkins', 'Scott Glenn', 'Ted Levine', 'Anthony Heald', 'Brooke Smith', 'Diane Baker', 'Kasi Lemmons', 'Frankie Faison', 'Tracey Walter', 'Charles Napier', 'Danny Darst', 'Alex Coleman', 'Dan Butler', 'Paul Lazar', 'Ron Vawter', 'Roger Corman', 'Lawrence A. Bonney', 'Lawrence T. Wrentz', 'Don Brockett', 'Frank Seals Jr.', 'Stuart Rudin', 'Masha Skorobogatov', 'Jeffrie Lane', 'Leib Lensky', ""George 'Red' Schwartz"", 'Jim Roche', 'James B. Howard', 'Bill Miller', 'Chuck Aber', 'Gene Borkan', 'Pat McNamara', 'Kenneth Utt', 'Darla', 'Adelle Lutz', 'Obba Babatundé', 'George Michael', 'Jim Dratfield', 'Stanton-Miranda', 'Rebecca Saxon', 'Cynthia Ettinger', 'Brent Hinkley', 'Steve Wyatt', 'David Early', 'Andre B. Blake', 'Bill Dalzell', 'Chris Isaak', 'Daniel von Bargen', 'Tommy Lafitte', 'Josh Broder', 'Buzz Kilman', 'Harry Northup', 'Lauren Roselli', 'Maria Skorobogatov', 'Lamont Arnold', 'John Hall', 'Ted Monte', 'George A. Romero', 'John W. Iwanonkiw', 'Robert W. Castle', 'Chris McGinn', 'Gary Goetzman']",,4.31,https://letterboxd.com//film/the-silence-of-the-lambs/
297,Daughters of the Dust,1991,Julie Dash,"['Cora Lee Day', 'Alva Rogers', 'Barbara O. Jones', 'Trula Hoosier', 'Umar Abdurrahamn', 'Adisa Anderson', 'Kaycee Moore', 'Bahni Turpin', 'Cheryl Lynn Bruce', 'Tommy Redmond Hicks', 'Tony King', 'Cornell Royal']",,3.75,https://letterboxd.com//film/daughters-of-the-dust/
298,Front and Back,1991,John Lasseter,['Craig Good'],,3.02,https://letterboxd.com//film/front-and-back/
299,Days of Being Wild,1990,Wong Kar-wai,"['Leslie Cheung', 'Andy Lau', 'Maggie Cheung', 'Carina Lau', 'Rebecca Pan', 'Jacky Cheung', 'Tony Leung Chiu-wai', 'Maritoni Fernandez', 'Alicia Alonzo', 'Tita Muñoz', 'Hung Ling-Ling', 'Angela Ponos', 'Danilo Antunes', 'Elena Lim So', 'Mei-Mei Hung', 'Nonong Talbo']",,3.79,https://letterboxd.com//film/ah-fei-jing-juen/
300,Europa Europa,1990,Agnieszka Holland,"['Marco Hofschneider', 'Julie Delpy', 'René Hofschneider', 'Piotr Kozłowski', 'André Wilms', 'Andrzej Mastalerz', 'Hanns Zischler', 'Solomon Perel', 'Ashley Wanninger', 'Klaus Abramowsky', 'Michèle Gleizer', 'Delphine Forest', 'Martin Maria Blau', 'Bernhard Howe', 'Klaus Kowatsch', 'Holger Kunkel', 'Halina Łabonarska', 'Nathalie Schmidt', 'Anna Seniuk', 'Ryszard Pietruski', 'Wolfgang Bathke', 'Marta Sandrowicz', 'Jorg Schnass', 'Norbert Schwarz', 'Erich Schwarz', 'Aleksiej Awdiejew', 'Artur Barciś', 'Aleksander Bednarz', 'Zbigniew Bielski', 'Marcin Bielawski', 'Marek Brand', 'Arkadiusz Brukner', 'Dariusz Buchowiecki', 'Bohdan Ejmont', 'Alfred Freudenheim', 'Jarosław Gajewski', 'Jarosław Gruda', 'Kama Kowalewska', 'Marcin Latałło', 'Nicolas Lormeau', 'Aleksey Maslov', 'Cezary Morawski', 'Włodzimierz Musiał', 'Hanna Sylberg', 'Bogusława Schubert', 'Grzegorz Wons', 'Stanisław Zatłoka', 'Jan Paweł Kruk', 'Agnieszka Kumor', 'Wojciech Skibiński', 'Tadeusz Wojtych', 'Włodzimierz Press']",4.0,3.73,https://letterboxd.com//film/europa-europa/
301,GoodFellas,1990,Martin Scorsese,"['Ray Liotta', 'Robert De Niro', 'Joe Pesci', 'Lorraine Bracco', 'Paul Sorvino', 'Frank Sivero', 'Tony Darrow', 'Mike Starr', 'Frank Vincent', 'Chuck Low', 'Frank DiLeo', 'Henny Youngman', 'Gina Mastrogiacomo', 'Catherine Scorsese', 'Charles Scorsese', 'Suzanne Shepherd', 'Debi Mazar', 'Margo Winkler', 'Welker White', 'Jerry Vale', 'Julie Garfield', 'Christopher Serrone', 'Elaine Kagan', 'Beau Starr', 'Kevin Corrigan', 'Michael Imperioli', 'Robbie Vinton', 'Johnny Williams', 'Daniel P. Conte', 'Tony Conforti', 'Frank Pellegrino', 'Ronald Maccone', 'Tony Sirico', ""Joseph D'Onofrio"", 'Steve Forleo', 'Richard Dioguardi', 'Frank Adonis', 'John Manca', 'Joseph Bono', 'Katherine Wallach', 'Mark Evan Jacobs', 'Angela Pietropinto', 'Marianne Leone Cooper', 'Marie Michaels', 'LoNardo', 'Melissa Prophet', 'Illeana Douglas', 'Susan Varon', 'Elizabeth Whitcraft', 'Clem Caserta', 'Samuel L. Jackson', 'Fran McGee', 'Paul Herman', 'Edward McDonald', 'Edward Hayes', 'Gina Mattia', 'Joel Calendrillo', 'Anthony Valentin', 'Edward D. Murphy', 'Michael Citriniti', 'Peter Hock', 'Erasmus C. Alfano', 'John Di Benedetto', 'Manny Alfaro', 'Thomas Lowry', 'Margaret Smith', 'Richard Mullally', 'Frank Albanese', 'Paul McIsaac', 'Bob Golub', 'Louis Eppolito', 'Tony Lip', 'Mikey Black', 'Peter Cicale', 'Anthony Powers', 'Vincent Pastore', 'Anthony Alessandro', 'Victor Colicchio', 'Mike Contessa', 'Philip Suriano', 'Paul Mougey', 'Norman Barbera', 'Anthony Polemeni', 'James Quattrochi', 'Lawrence Sacco', 'Dino Laudicina', 'Thomas E. Camuti', 'Andrew Scudiero', 'Irving Welzer', 'Jesse Kirtzman', 'Russell Halley', 'Spencer Bradley', 'Bob Altman', 'Joanna Bennett', 'Gayle Lewis', 'Gaetano Lisi', 'Luke Walter', 'Ed Deacy', 'Larry Silvestri', ""John 'Cha Cha' Ciarcia"", 'Vito Picone', 'Janis Corsair', 'Lisa D’Apolito', 'Frank Aquilino', 'Michael Calandrino', 'Vito Antuofermo', 'Vincent Gallo', 'Gaetano LoGiudice', 'Garry Pastore', 'Nicole Burdette', 'Stella Keitel', 'Dominique DeVito', 'Michaelangelo Graziano', 'Paula Kcira', 'Nadine Kay', 'Tony Ellis', 'Peter Onorati', 'Jamie deRoy', 'Joel Blake', 'H. Clay Dear', 'Thomas Hewson', 'Gene Canfield', 'Margaux Guerard', 'Violet Gaynor', 'Tobin Bell', 'Berlinda Tolbert', 'Nancy Cassaro', 'Adam Wandt', 'Joe Gioco', 'Isiah Whitlock Jr.', 'Alyson Jones', 'Ruby Gaynor', 'Bo Dietl', 'Frank Cassini', 'Anthony Caso', 'Lisa Bostnar', 'Billy L. Sullivan', 'Daniela Barbosa', 'Mark Jacobs']",,4.43,https://letterboxd.com//film/goodfellas/
302,Close-Up,1990,Abbas Kiarostami,"['Hossain Sabzian', 'Mohsen Makhmalbaf', 'Monoochehr Ahankhah', 'Mahrokh Ahankhah', 'Abolfazl Ahankhah', 'Mehrdad Ahankhah', 'Nayer Mohseni Zonoozi', 'Ahmad Reza Moayed Mohseni', 'Hossain Farazmand', 'Hooshang Shamaei', 'Mohammad Ali Barrati', 'Davood Goodarzi', 'Haj Ali Reza Ahmadi', 'Hassan Komaili', 'Davood Mohabbat', 'Abbas Kiarostami', 'Hassan Farazmand', 'Hushang Shahai']",,4.32,https://letterboxd.com//film/close-up/
303,Metropolitan,1990,Whit Stillman,"['Edward Clements', 'Chris Eigeman', 'Taylor Nichols', 'Carolyn Farina', 'Isabel Gillies', 'Dylan Hundley', 'Allison Parisi', 'Bryan Leder', 'Will Kempe', 'Ellia Thompson', 'Stephen Uys', 'Roger W. Kirby', 'Alice Connorton', 'Linda Gillies', 'John Lynch', 'Donal Lardner Ward', 'Thomas R. Voth', 'Caroline Bennett', 'Francis Creighton', 'Joel S. Schreiber', 'Catherine Atzen', 'J. Harden Rose']",3.0,3.78,https://letterboxd.com//film/metropolitan/
304,Fierrot le pou,1990,Mathieu Kassovitz,"['Mathieu Kassovitz', 'Fabienne Labonne', 'Alain Brena Labinsky']",,2.69,https://letterboxd.com//film/fierrot-le-pou/
305,Knick Knack,1989,John Lasseter,,,3.45,https://letterboxd.com//film/knick-knack/
306,Do the Right Thing,1989,Spike Lee,"['Danny Aiello', 'Ossie Davis', 'Ruby Dee', 'Richard Edson', 'Giancarlo Esposito', 'Rosie Perez', 'Martin Lawrence', 'Spike Lee', 'Bill Nunn', 'John Turturro', 'John Savage', 'Roger Guenveur Smith', 'Joie Lee', 'Steve White', 'Leonard L. Thomas', 'Christa Rivers', 'Robin Harris', 'Paul Benjamin', 'Frankie Faison', 'Samuel L. Jackson', 'Rick Aiello', 'Miguel Sandoval', 'Luis Antonio Ramos', 'Frank Vincent', 'Richard Habersham', 'Ginny Yang', 'Nicholas Turturro', 'Gwen McGee', 'Stephen Park', 'Sherwin Park', 'Shawn Elliott', 'Diva Osorio', 'Chris Delaney', 'Angel Ramirez Jr.', 'Sixto Ramos', 'Nelson Vasquez', 'Travell Lee Toulson', 'Joel Nagle', 'David E. Weinberg', 'Yatte Brown', 'Mecca Brunson', 'Shawn Stainback', 'Soquana Wallace']",,4.33,https://letterboxd.com//film/do-the-right-thing/
307,Histoire(s) du Cinéma 1a: All the (Hi)stories,1989,Jean-Luc Godard,"['Jean-Luc Godard', 'Julie Delpy']",,3.85,https://letterboxd.com//film/histoires-du-cinema-1a-all-the-histories/
308,"Things I Like, Things I Don't Like",1989,Jean-Pierre Jeunet,['Dominique Pinon'],,3.71,https://letterboxd.com//film/things-i-like-things-i-dont-like/
309,They Live,1988,John Carpenter,"['Roddy Piper', 'Keith David', 'Meg Foster', 'George Buck Flower', 'Peter Jason', 'Raymond St. Jacques', 'Jason Robards III', 'John Lawrence', 'Susan Barnes', 'Sy Richardson', 'Wendy Brainard', 'Lucille Meredith', 'Susan Blanchard', 'Norman Alden', 'Dana Bratton', 'John F. Goff', 'Norman D. Wilson', 'Thelma Lee', 'Stratton Leopold', 'Rezza Shan', 'Norman Howell', 'Larry J. Franco', 'Tom Searle', 'Robert Grasmere', 'Vince Inneo', 'Bob Hudson', 'Jon Paul Jones', 'Dennis Michael', 'Nancy Gee', 'Claudia Stanlee', 'Christine Anne Baur', 'Eileen Wesson', 'Gregory J. Barnett', 'Jim Nickerson', 'Kerry Rossall', 'Cibby Danyla', 'Jeff Imada', 'Michelle Costello', 'Jeb Stuart Adams', 'Jennifer Austin', 'Michael Forino', 'Robert V. Greene', 'Helen Kelly', 'Al Leong', 'Gunnar Magg', 'Matt McColm', 'Tommy Morrison', 'John Carpenter']",4.5,3.76,https://letterboxd.com//film/they-live/
310,Tin Toy,1988,John Lasseter,['Sárközi Olivér'],,2.99,https://letterboxd.com//film/tin-toy/
311,Akira,1988,Katsuhiro Otomo,"['Mitsuo Iwata', 'Nozomu Sasaki', 'Mami Koyama', 'Tessyo Genda', 'Koichi Kitamura', 'Yuriko Fuchizaki', 'Masaaki Okura', 'Takeshi Kusao', 'Kazuhiro Kamifuji', 'Tatsuhiko Nakamura', 'Fukue Itô', 'Yuka Ôno', 'Hiroshi Ôtake', 'Kazumi Tanaka', 'Masato Hirano', 'Masayuki Katô', 'Michihiro Ikemizu', 'Tarô Arakawa']",,4.22,https://letterboxd.com//film/akira/
312,My Neighbor Totoro,1988,Hayao Miyazaki,"['Chika Sakamoto', 'Noriko Hidaka', 'Hitoshi Takagi', 'Shigesato Itoi', 'Sumi Shimamoto', 'Tanie Kitabayashi', 'Masashi Hirose', 'Yûko Maruyama', 'Shigeru Chiba', 'Toshiyuki Amagasa']",,4.2,https://letterboxd.com//film/my-neighbor-totoro/
313,Red's Dream,1987,John Lasseter,,,2.97,https://letterboxd.com//film/reds-dream/
314,Wings of Desire,1987,Wim Wenders,"['Bruno Ganz', 'Solveig Dommartin', 'Otto Sander', 'Curt Bois', 'Peter Falk', 'Hans Martin Stier', 'Elmar Wilms', 'Sigurd Rachman', 'Beatrice Manowski', 'Lajos Kovács', 'Bruno Rosaz', 'Laurent Petitgand', 'Chick Ortega', 'Otto Kuhnle', 'Christoph Merg', 'Peter Werner', 'Teresa Harder', 'Jürgen Heinrich', 'Annelinde Gerstl', 'Mick Harvey', 'Nick Cave', 'Blixa Bargeld', 'Susanne Vierkötter', 'Paul Busch', 'Karin Busch', 'Irene Moessinger', 'Franky', 'Daniela Nasimcova', 'Bernard Eisenschitz', 'Didier Flamand', 'Rolf Henke', 'Scott Kirby', 'Franck Glemin', 'Jerry Barrish', 'Jeanette Pollak', 'Christian Bartels', 'David Crome', 'Käthe Fürstenwerth', 'Werner Schönrock', 'Bernd Ramien', 'Erika Rabau', 'Silvia Blagojeva Itscherenska', 'Sultan Meral', 'Olivier Picot', 'Jochen Gliscinsky', 'Erich Schupke', 'Margarete Hafner', 'Oliver Herder', 'Margitta Haberland', 'Ralf Strathmann', 'Walter Ratayszak', 'Charlotte Oberberg', 'Lubinka Kostic', 'Gisela Westerboer', 'Andreas Valentin', 'Wolf-Dirk Vogeley', 'Ruth Rischke', 'Familie Ayik', 'Simon Bonney', 'Harry Howard', 'Rowland S. Howard', 'Thomas Wydler', 'Roland Wolf', 'Kid Congo Powers', 'Denis Rodriguez', 'Dieta von Aster', 'Gustav Geisler', 'Paul Geisler', 'Lorenz Geisler', 'Slađana Kostić', 'Benedikt Schumann', 'Nicolas Roth', 'Marcus Stenzel', 'Benjamin Ferchow', 'Mario Meyer', 'Mark Leuschner', 'Tibor Dahlenburg', 'Lia Harder', 'Mascha Noak', 'Vera Butzek', 'Donald Behrendt', 'Patric Kreuzer', 'Simone Säger', 'Gerdi Hofmann', 'Ulrike Schirm', 'Hans Marquardt', 'Heimke Karl', 'Klaus Mausolf', 'Özyer Hüsinye', 'Jean-Claude Lezin', 'Thierry Noir', 'Matthias Maaß', 'Henry Luczkow', 'Louis Cochet', 'Lina Otto', 'Johanna Penski']",,4.22,https://letterboxd.com//film/wings-of-desire/
315,Yeelen,1987,Souleymane Cissé,"['Issiaka Kane', 'Balla Moussa Keita', 'Aoua Sangare', 'Ismaila Sarr', 'Niamanto Sanogo']",4.5,3.61,https://letterboxd.com//film/yeelen/
316,Where Is the Friend's House?,1987,Abbas Kiarostami,"['Babek Ahmed Poor', 'Ahmed Ahmed Poor', 'Kheda Barech Defai', 'Iran Outari', 'Ait Ansari', 'Sadika Taohidi', 'Ali Djamali', 'Biman Mouafi', 'Aziz Babai', 'Nader Ghoulami', 'Akbar Mouradi', 'Teba Slimani', 'Mohammad Reza Parvaneh', 'Farahanka Brothers', 'Maria Chdjari', 'Hamdallah Askar Poor', 'Kadiret Kaoiyen Poor', 'Hager Faraz Poor', 'Mohamed Hocine Rouhi', 'Rafia Difai', 'Agakhan Karadach Khani', 'Mohammad Reza Nematzadeh']",,4.24,https://letterboxd.com//film/where-is-the-friends-house/
317,My Best Friend's Birthday,1987,Quentin Tarantino,"['Quentin Tarantino', 'Allen Garfield', 'Craig Hamann', 'Al Harrell', 'Crystal Shaw', 'Brenda Hillhouse', 'Alan Sanborn', 'Stevo Polyi', 'Linda Kaye', 'Rowland Wafford', 'Rich Turner']",2.0,2.63,https://letterboxd.com//film/my-best-friends-birthday/
318,Henry: Portrait of a Serial Killer,1986,John McNaughton,"['Michael Rooker', 'Tracy Arnold', 'Tom Towles', 'Mary Demas', 'Anne Bartoletti', 'Elizabeth Kaden', 'Ted Kaden', 'Denise Sullivan', 'Anita Ores', 'Megan Ores', 'Cheri Jones', ""Monica Anne O'Malley"", 'Bruce Quist', 'Erzsebet Sziky', 'David Katz', 'John Scafidi', 'Benjamen Passman', 'Flo Spink', 'Kurt Naebig', 'Kristin Finger', 'Lily Monkus', 'Ray Atherton', 'Eric Young', 'Rick Paul', 'Peter Van Wagner', 'Tom McKearn', 'Frank Coranado', 'Lisa Temple', 'Brian Graham', 'Sean Ores', 'Pamela Fox', 'Waleed B. Ali', 'Donna Dunlap']",,3.54,https://letterboxd.com//film/henry-portrait-of-a-serial-killer/
319,Luxo Jr.,1986,John Lasseter,,,3.45,https://letterboxd.com//film/luxo-jr/
320,Caravaggio,1986,Derek Jarman,"['Nigel Terry', 'Sean Bean', 'Garry Cooper', 'Dexter Fletcher', 'Spencer Leigh', 'Tilda Swinton', 'Nigel Davenport', 'Robbie Coltrane', 'Michael Gough', 'Noam Almaz', 'Dawn Archibald', 'Jack Birkett', 'Una Brandon-Jones', 'Imogen Claire', 'Sadie Corre', 'Lol Coxhill', 'Vernon Dobtcheff', 'Terry Downes', 'Jonathan Hyde', 'Emile Nicolaou', 'Gene October', 'Cindy Oswin', 'John Rogan', 'Zohra Sehgal', 'Lucien Taylor', 'Simon Fisher-Turner', 'Derek Jarman', 'Cerith Wyn Evans']",,3.5,https://letterboxd.com//film/caravaggio/
321,Om,1986,John Smith,"['Mark Stevens', 'John Harding']",3.0,3.26,https://letterboxd.com//film/om-1986/
322,Blue Velvet,1986,David Lynch,"['Kyle MacLachlan', 'Isabella Rossellini', 'Dennis Hopper', 'Laura Dern', 'Hope Lange', 'Dean Stockwell', 'George Dickerson', 'Priscilla Pointer', 'Frances Bay', 'Jack Harvey', 'Ken Stovitz', 'Brad Dourif', 'Jack Nance', 'J. Michael Hunter', 'Dick Green', 'Fred Pickler', 'Philip Markert', 'Leonard Watkins', 'Moses Gibson', 'Selden Smith', 'Peter Carew', 'Jon Jon Snipes', 'Angelo Badalamenti', 'Jean-Pierre Viale', 'Donald Moore', 'A. Michelle Depland', 'Michelle Sasser', 'Katie Reid']",3.5,4.06,https://letterboxd.com//film/blue-velvet/
323,Tampopo,1985,Juzo Itami,"['Tsutomu Yamazaki', 'Nobuko Miyamoto', 'Ken Watanabe', 'Koji Yakusho', 'Rikiya Yasuoka', 'Hyōe Enoki', 'Gō Awazu', 'Mario Abe', 'Izumi Hara', 'Isao Hashizume', 'Hisashi Igawa', 'Toshimune Kato', 'Kenso Kato', 'Yoshi Katō', 'Yoshihiro Katô', 'Toshiya Fujita', 'Fukumi Kuroda', 'Nobuo Nakamura', 'Mariko Okada', 'Yoshihei Saga', 'Kinzō Sakura', 'Setsuko Shinoi', 'Hitoshi Takagi', 'Chōei Takahashi', 'Ei Takami', 'Akio Tanaka', 'Masahiko Tsugawa', 'Hideji Ôtaki', 'Naritoshi Hayashi', 'Yoriko Doguchi', 'Ryutaro Otomo', 'Gilyak Amagasaki']",5.0,4.25,https://letterboxd.com//film/tampopo/
324,Vagabond,1985,Agnès Varda,"['Sandrine Bonnaire', 'Macha Méril', 'Stéphane Freiss', 'Setti Ramdane', 'Yahiaoui Assouna', 'Yolande Moreau', 'Marthe Jarnias', 'Francis Balchère', 'Jean-Louis Perletti', 'Urbain Causse', 'Christophe Alcazar', 'Dominique Durand', 'Joël Fosse', 'Patrick Schmit', 'Daniel Bos', 'Katy Champaud', 'Raymond Roulle', 'Agnès Varda']",,4.03,https://letterboxd.com//film/vagabond/
325,Come and See,1985,Elem Klimov,"['Aleksei Kravchenko', 'Olga Mironova', 'Liubomiras Laucevicius', 'Vladas Bagdonas', 'Jüri Lumiste', 'Viktors Lorencs', 'Kazimir Rabetsky', 'Yevgeni Tilicheyev', 'G. Velts', 'V. Vasilyev', 'Aleksandr Berda', 'Vasiliy Domrachyov', 'Nina Evdokimova', 'Igor Gnevashev', 'Valery Kravchenko', 'Evgeniy Kryzhanovskiy', 'N. Lisichenok', 'Viktor Manaev', 'Gennady Matytskiy', 'Takhir Matyullin', 'Pyotr Merkuryev', 'Valentin Mishatkin', 'Yevgeniya Polyakova', 'Aleksandra Ravenskikh', 'Oleg Shapko', 'Tatyana Shestakova', 'Anatoly Slivnikov', 'Aleksandr Solopov', 'Georgiy Strokov', 'G. Yelkin', 'Igor Bezyaev', 'Yakov Ovchukov-Suvorov', 'Svetlana Zelenkovskaya']",5.0,4.57,https://letterboxd.com//film/come-and-see/
