,Film_title,Release_year,Director,Cast,Personal_rating,Average_rating,Letterboxd URL
494,We're No Angels,1955,Michael Curtiz,"['Humphrey Bogart', 'Aldo Ray', 'Peter Ustinov', 'Joan Bennett', 'Basil Rathbone', 'Leo G. Carroll', 'John Baer', 'Gloria Talbott', 'Lea Penman', 'John Smith', 'George Dee', 'John George', 'Jack Kenny', 'Torben Meyer', 'Paul Newlan', 'Joe Ploski']",,3.5,https://letterboxd.com//film/were-no-angels/
495,La Pointe-Courte,1955,Agnès Varda,"['Philippe Noiret', 'Silvia Monfort', 'Marcel Jouet', 'Albert Lubrano', 'Anna Banegas', 'André Lubrano', 'Rossette Lubrano']",3.0,3.65,https://letterboxd.com//film/la-pointe-courte/
496,Diabolique,1955,Henri-Georges Clouzot,"['Véra Clouzot', 'Simone Signoret', 'Jean Brochard', 'Pierre Larquey', 'Michel Serrault', 'Paul Meurisse', 'Charles Vanel', 'Yves-Marie Maurin', 'Georges Poujouly', 'Thérèse Dorny', 'Noël Roquevert', 'Jean Lefebvre', 'Robert Dalban', 'Georges Chamarat', 'Madeleine Suffel', 'Jean Témerson', 'Jacques Hilling', 'Camille Guérini', 'Jacques Varennes', 'Henri Humbert', 'Michel Dumur', 'Jean-Pierre Bonnefous', 'Johnny Hallyday', 'Jimmy Urbain', 'Henri Coutet', 'Christian Brocard', 'Jean Clarieux', 'Zappy Max']",,4.08,https://letterboxd.com//film/diabolique-1955/
497,Ordet,1955,Carl Theodor Dreyer,"['Henrik Malberg', 'Birgitte Federspiel', 'Emil Hass Christensen', 'Preben Lerdorff Rye', 'Cay Kristiansen', 'Ejner Federspiel', 'Gerda Nielsen', 'Sylvia Eckhausen', 'Ann Elisabeth Groth', 'Susanne Rud', 'Ove Rud', 'Henry Skjær', 'Edith Trane', 'Hanne Agesen', 'Kirsten Andreasen']",4.5,4.27,https://letterboxd.com//film/ordet/
498,Journey to Italy,1954,Roberto Rossellini,"['Ingrid Bergman', 'George Sanders', 'Jackie Frost', 'Maria Mauban', 'Anna Proclemer', 'Leslie Daniels', 'Natalia Ray', 'Paul Müller', 'Bianca Maria Cerasoli', 'Adriana Danieli', 'María Martín', 'Lyla Rocco']",5.0,3.77,https://letterboxd.com//film/journey-to-italy/
499,La Strada,1954,Federico Fellini,"['Anthony Quinn', 'Giulietta Masina', 'Richard Basehart', 'Aldo Silvani', 'Marcella Rovere', 'Lidia Venturini', 'Gustavo Giorgi', 'Yami Kamadeva', 'Mario Passante', 'Anna Primula', 'Pietro Ceccarelli', 'Goffredo Unger', 'Nazzareno Zamperla', 'Giovanna Galli']",,4.08,https://letterboxd.com//film/la-strada/
500,Rear Window,1954,Alfred Hitchcock,"['James Stewart', 'Grace Kelly', 'Thelma Ritter', 'Wendell Corey', 'Raymond Burr', 'Judith Evelyn', 'Ross Bagdasarian', 'Georgine Darcy', 'Irene Winston', 'Sara Berner', 'Frank Cady', 'Jesslyn Fax', 'Rand Harper', 'Havis Davenport', 'Jerry Antes', 'Benny Bartlett', 'Nick Borgani', 'Sue Casey', 'Iphigenie Castiglioni', 'James Cornell', 'Don Dunning', 'Marla English', 'Bess Flowers', 'Art Gilmore', 'Fred Graham', 'Kathryn Grant', 'Charles Harvey', 'Len Hendry', 'Alfred Hitchcock', 'Harry Landers', 'Alan Lee', 'Mike Mahoney', 'Jonnie Paris', 'Eddie Parker', 'Robert Sherman', 'Dick Simmons', 'Ralph Smiley', 'Jack Stoney', 'Anthony Warde', 'Gig Young']",,4.31,https://letterboxd.com//film/rear-window/
501,Dial M for Murder,1954,Alfred Hitchcock,"['Ray Milland', 'Grace Kelly', 'Robert Cummings', 'John Williams', 'Anthony Dawson', 'Leo Britt', 'Patrick Allen', 'George Leigh', 'George Alderson', 'Robin Hughes', 'Jack Cunningham', 'Guy Doleman', 'Bess Flowers', 'Sam Harris', 'Harold Miller', 'Martin Milner', 'Forbes Murray', 'Thayer Roberts', ""William H. O'Brien"", 'Alfred Hitchcock']",3.5,4.03,https://letterboxd.com//film/dial-m-for-murder/
502,Seven Samurai,1954,Akira Kurosawa,"['Toshirō Mifune', 'Takashi Shimura', 'Yoshio Inaba', 'Seiji Miyaguchi', 'Minoru Chiaki', 'Daisuke Katō', 'Isao Kimura', 'Keiko Tsushima', 'Yukiko Shimazaki', 'Kamatari Fujiwara', 'Yoshio Kosugi', 'Bokuzen Hidari', 'Yoshio Tsuchiya', 'Kokuten Kōdō', 'Eijirō Tōno', 'Jun Tatara', 'Atsushi Watanabe', 'Toranosuke Ogawa', 'Isao Yamagata', 'Kichijirô Ueda', 'Sôjin Kamiyama', 'Gen Shimizu', 'Keiji Sakakida', 'Shinpei Takagi', 'Shin Ôtomo', 'Toshio Takahara', 'Hiroshi Sugi', 'Hiroshi Hayashi', 'Sachio Sakai', 'Sôkichi Maki', 'Ichirô Chiba', 'Noriko Sengoku', 'Noriko Honma', 'Masanobu Ôkubo', 'Etsuo Saijo', 'Minoru Itô', 'Haruya Sakamoto', 'Gorô Sakurai', 'Hideo Shibuya', 'Kiyoshi Kamoda', 'Senkichi Ômura', 'Takashi Narita', 'Shôichi Hirose', 'Kôji Uno', 'Masaaki Tachibana', 'Kamayuki Tsubono', 'Taiji Naka', 'Chindanji Miyagawa', 'Shigemi Sunagawa', 'Akira Tani', 'Akio Kusama', 'Ryûtarô Amami', 'Jun Mikami', 'Haruo Nakajima', 'Sanpei Mine', 'Masahide Matsushita', 'Kaneo Ikeda', 'Takuzô Kumagaya', 'Ippei Kawagoe', 'Jirô Suzukawa', 'Junpei Natsuki', 'Kyôichi Kamiyama', 'Haruo Suzuki', 'Gorô Amano', 'Akira Kitchôji', 'Kōji Iwamoto', 'Hiroshi Akitsu', 'Akira Yamada', 'Kazuo Imai', 'Eisuke Nakanishi', 'Toku Ihara', 'Hideo Ôtsuka', 'Shû Ôe', 'Yasuhisa Tsutsumi', 'Yasumasa Ônishi', 'Tsuneo Katagiri', 'Megeru Shimoda', 'Masayoshi Kawabe', 'Shigeo Katô', 'Yoshikazu Kawamata', 'Takeshi Seki', 'Haruko Toyama', 'Tsuruko Mano', 'Matsue Ono', 'Tsurue Ichimanji', 'Masako Ôshiro', 'Kyôko Ozawa', 'Michiko Kadono', 'Toshiko Nakano', 'Shizuko Azuma', 'Michiko Kawabe', 'Yûko Togawa', 'Yayoko Kitano', 'Kyoko Mori', 'Misao Suyama', 'Toriko Takahara', 'Takeshi Katō', 'Tatsuya Nakadai', 'Ken Utsui', 'Ren Yamamoto']",,4.51,https://letterboxd.com//film/seven-samurai/
503,Sansho the Bailiff,1954,Kenji Mizoguchi,"['Kinuyo Tanaka', 'Yoshiaki Hanayagi', 'Kyōko Kagawa', 'Eitarō Shindō', 'Akitake Kôno', 'Masahiko Tsugawa', 'Keiko Enami', 'Masao Shimizu', 'Ken Mitsuda', 'Kazukimi Okuni', 'Yōko Kozono', 'Noriko Tachibana', 'Ichirō Sugai', 'Teruko Omi', 'Chieko Naniwa', 'Kikue Mōri', 'Ryōsuke Kagawa', 'Kanji Koshiba', 'Shinobu Araki', 'Reiko Kongō', 'Shōzō Nanbu', 'Ryônosuke Azuma', 'Sumao Ishihara', 'Yukio Horikita', 'Jun Fujikawa', 'Sôji Shibata', 'Akira Shimizu', 'Midori Komatsu', 'Tokio Oki', 'Akira Shiga', 'Saburo Date', 'Goro Nakanishi', 'Ichirô Amano', 'Hachiro Okuni', 'Akiyoshi Kikuno']",5.0,4.3,https://letterboxd.com//film/sansho-the-bailiff/
504,Tokyo Story,1953,Yasujirō Ozu,"['Chishū Ryū', 'Chieko Higashiyama', 'Setsuko Hara', 'Haruko Sugimura', 'Sō Yamamura', 'Kuniko Miyake', 'Kyōko Kagawa', 'Eijirō Tōno', 'Nobuo Nakamura', 'Shirō Ōsaka', 'Hisao Toake', 'Teruko Nagaoka', 'Mutsuko Sakura', 'Toyo Takahashi', 'Tōru Abe', 'Sachiko Mitani', 'Ryōko Mizuki', 'Keijirô Morozumi', 'Shozo Suzuki', 'Haruko Chichibu', 'Takashi Miki', 'Toshinosuke Nagao', 'Zen Murase', 'Mitsuhiro Môri', 'Yoshiko Togawa', 'Fumio Tooyama']",5.0,4.34,https://letterboxd.com//film/tokyo-story/
505,The Earrings of Madame de...,1953,Max Ophüls,"['Charles Boyer', 'Danielle Darrieux', 'Vittorio De Sica', 'Jean Debucourt', 'Jean Galland', 'Mireille Perrey', 'Paul Azaïs', 'Jacques Josselin', 'Hubert Noël', 'Lia Di Leo', 'Gérard Buhr', 'Jean Toulout']",5.0,4.04,https://letterboxd.com//film/the-earrings-of-madame-de/
506,Roman Holiday,1953,William Wyler,"['Audrey Hepburn', 'Gregory Peck', 'Eddie Albert', 'Hartley Power', 'Harcourt Williams', 'Margaret Rawlings', 'Tullio Carminati', 'Paolo Carlini', 'Claudio Ermelli', 'Paola Borboni', 'Alfredo Rizzo', 'Laura Solari', 'Gorella Gori', 'Armando Annuale', 'Maurizio Arena', 'Gildo Bocci', 'Andrea Esterhazy', 'George Higgins', 'Richard McNamara', 'Luigi Moneta', 'Piero Pastore', 'Mimmo Poli', 'Giuliano Raffaelli', 'Carlo Rizzo', 'Gianna Segale', 'Dianora Veiga', 'Marco Tulli', 'Tania Weber', 'Catherine Wyler', 'Nadia Balabine']",,4.09,https://letterboxd.com//film/roman-holiday/
507,Ugetsu,1953,Kenji Mizoguchi,"['Machiko Kyō', 'Mitsuko Mito', 'Kinuyo Tanaka', 'Masayuki Mori', 'Eitarō Ozawa', 'Sugisaku Aoyama', 'Mitsusaburō Ramon', 'Ryōsuke Kagawa', 'Kichijirô Ueda', 'Shōzō Nanbu', 'Kikue Mōri', 'Ryūzaburō Mitsuoka', 'Ichirô Amano', 'Eigorô Onoe', 'Saburo Date', 'Fumihiko Yokoyama', 'Ichisaburo Sawamura', 'Koji Murata', 'Yukio Horikita', 'Akira Shimizu', 'Shuntaro Tamamura', 'Shirō Osaki', 'Toshio Chiba', 'Hachiro Okuni', 'Shirô Miura', 'Hajime Koshikawa', 'Tetsu Mikami', 'Jun Fujikawa', 'Takaji Fukui', 'Eiji Ishikura', 'Tokurin Takeda', 'Koji Kanda', 'Masayoshi Kikuno', 'Michio Yuri', 'Sô Funagami', 'Shigeru Hasegawa', 'Teruko Omi', 'Keiko Koyanagi', 'Masako Tomura', 'Tokiko Mita', 'Tokuko Ueda', 'Sachiko Soma', 'Reiko Kongō', 'Ikkei Tamaki']",,4.17,https://letterboxd.com//film/ugetsu/
508,Ikiru,1952,Akira Kurosawa,"['Takashi Shimura', 'Haruo Tanaka', 'Nobuo Kaneko', 'Bokuzen Hidari', 'Miki Odagiri', 'Shinichi Himori', 'Minoru Chiaki', 'Minosuke Yamada', 'Kamatari Fujiwara', 'Makoto Kobori', 'Nobuo Nakamura', 'Atsushi Watanabe', 'Isao Kimura', 'Masao Shimizu', 'Yūnosuke Itō', 'Yoshie Minami', 'Kumeko Urabe', 'Eiko Miyoshi', 'Noriko Honma', ""Yatsuko Tan'ami"", 'Kin Sugai', 'Kyôko Seki', 'Kusuo Abe', ""Tomo'o Nagai"", 'Seiji Miyaguchi', 'Daisuke Katō', 'Hiroshi Hayashi', 'Fuyuki Murakami', 'Hirayoshi Aono', 'Toranosuke Ogawa', 'Akira Sera', 'Ichirô Chiba', 'Akira Tani', 'Yôyô Kojima', 'Toshiyuki Ichimura', 'Harue Kuramoto', 'Rasa Saya', 'Taizō Fukami', 'Tateo Kawasaki', 'Keiichirô Katsumoto', 'Haruko Toyama', 'Sachio Sakai', 'Shôichi Hirose', 'Kôji Uno', 'Yaeko Izumo', 'Jirô Mitsuaki', 'Sôkichi Maki', 'Haruo Suzuki', 'Takeo Nagashima', 'Kazuo Imai', 'Shigeo Katô', 'Hiroshi Akitsu', 'Ippei Kawagoe', 'Mitsuo Tsuda', 'Keiji Sakakida', 'Takuzō Kumagai', 'Tsuneo Katagiri', 'Junpei Natsuki', 'Hiroshi Koizumi', ""Jun'ichirō Mukai"", 'Sōjirō Motoki', 'Kyoko Aoyama']",4.5,4.41,https://letterboxd.com//film/ikiru/
509,The Men Who Tread on the Tiger's Tail,1952,Akira Kurosawa,"['Denjirō Ōkōchi', 'Susumu Fujita', 'Kenichi Enomoto', 'Masayuki Mori', 'Takashi Shimura', 'Akitake Kôno', 'Yoshio Kosugi', 'Dekao Yokoo', 'Hanshiro Iwai', 'Yasuo Hisamatsu', 'Sōji Kiyokawa']",4.0,3.22,https://letterboxd.com//film/the-men-who-tread-on-the-tigers-tail/
510,Singin' in the Rain,1952,"Stanley Donen, Gene Kelly","['Gene Kelly', ""Donald O'Connor"", 'Debbie Reynolds', 'Jean Hagen', 'Millard Mitchell', 'Cyd Charisse', 'Douglas Fowley', 'Rita Moreno', 'Mae Clarke', 'Bess Flowers', 'Robert Foulk', 'Kathleen Freeman', 'Joi Lansing', 'Sylvia Lewis', ""Harry 'Snub' Pollard"", 'William Schallert', 'Elaine Stewart', 'Brick Sullivan', 'John George', 'King Donovan', 'Lana Turner', 'Allen Sutherland', 'Dawn Addams', 'John Albright', 'Betty Van Allen', 'Sue Allen', 'Marie Ardell', 'Bette Arlen', 'David Bair', 'Jimmy Bates', 'Mary Bayless', 'Marcella Becker', 'Margaret Bert', 'Madge Blake', 'Lulu Mae Bohrman', 'Gail Bonney', 'Chet Brandenburg', 'Tex Brodus', 'Barbara Carroll', 'Gwen Carter', 'Bill Chatham', 'Lyle Clark', 'Dorinda Clifton', 'Harry Cody', 'Chick Collins', 'Pat Conway', 'Jeanne Coyne', 'Ruby C. Currie', 'Fred Datig Jr.', 'Bert Davidson', 'Robert Dayo', 'Gloria Dea', 'Patricia Denise', 'Harry Denny', 'Kay Deslys', 'John Dodsworth', 'Michael Dugan', 'Phil Dunham', 'Helen Eby-Rock', 'Richard Emory', 'Betty Erbes', 'Charles Evans', 'Tommy Farrell', 'Ernie Flatt', 'George Ford', 'Robert Fortier', 'Dan Foster', 'Clair Freeman', 'Lance Fuller', 'Doris Fulton', 'Jeanne Gail', 'Glen Gallagher', 'Jon Gardner', 'Diane Garrett', 'Jack George', 'Kenneth Gibson', 'Mickey Golden', 'Inez Gorman', 'A. Cameron Grant', 'Beatrice Gray', 'Marion Gray', 'Robert Haines', 'William Hamel', 'Betty Hannon', 'Sam Harris', 'Jean Harrison', 'Timmy Hawkins', 'Jack Hendricks', 'Lars Hensen', 'Jean Heremans', 'Stuart Holmes', 'Don Hulbert', 'Frank Hyers', 'Patricia Jackson', 'Ivor James', 'Morgan Jones', 'David Kasday', 'Jan Kayne', 'Jimmy Kelly', 'Kenner G. Kemp', 'Mike Lally', 'Judy Landon', 'Janet Lavis', 'Virginia Lee', 'Meredith Leeds', 'William F. Leicester', 'Peggy Leon', 'Diki Lerner', 'Bill Lewin', 'King Lockwood', 'Leon Lontoc', 'Leota Lorraine', 'Paul Maxey', 'Dorothy McCarty', 'Ann McCrea', 'Philo McCullough', 'Ray McDonald', 'Johnny McGovern', 'Joseph Mell', 'Carl Milletaire', 'Gloria Moore', 'Forbes Murray', 'Peggy Murray', 'Anne Neyland', 'Ruth Packard', 'Dorothy Patrick', 'Allen Pinson', 'Angi O. Poulos', 'George Reeder', 'Charles Regan', 'Shirley Jean Rickert', 'Joanne Rio', 'Tony Rocket', 'Victor Romito', 'Dennis Ross', 'Paul Salata', 'Cosmo Sardo', 'Phil Schumacher', 'Betty Scott', 'David Sharpe', 'Julius Tannen', 'Harry Tenbrook', 'Beverly Thomas', 'Beverly Thompson', 'Jimmy Thompson', 'Dee Turnell', 'Dorothy Tuttle', 'Tyra Vaughn', 'Pat Walker', 'Tommy Walker', 'Bobby Watson', 'Chalky Williams', 'Robert B. Williams', 'Wilson Wood', 'Adam York', 'Norma Zimmer']",4.0,4.26,https://letterboxd.com//film/singin-in-the-rain/
511,Neighbours,1952,Norman McLaren,"['Grant Munro', 'Jean Paul Ladouceur']",,3.95,https://letterboxd.com//film/neighbours/
512,Rooty Toot Toot,1951,John Hubley,"['Thurl Ravenscroft', 'Annette Warren']",5.0,3.76,https://letterboxd.com//film/rooty-toot-toot/
513,Scrooge,1951,Brian Desmond Hurst,"['Alastair Sim', 'Mervyn Johns', 'Glyn Dearman', 'George Cole', 'Brian Worth', 'Michael Hordern', 'Kathleen Harrison', 'Rona Anderson', 'Jack Warner', 'Michael Dolan', 'Francis de Wolff', 'Carol Marsh', 'Hermione Baddeley', 'John Charlesworth', 'Miles Malleson', 'Ernest Thesiger', 'Olga Edwardes', 'Roddy Hughes', 'Hattie Jacques', 'Eleanor Summerfield', 'Louise Hampton', 'Czeslaw Konarski', 'Eliot Makeham', 'Peter Bull', 'Douglas Muir', 'Noel Howlett', 'Fred Johnson', 'Henry Hewitt', 'Hugh Dempster', 'David Hannaford', ""Maire O'Neill"", 'Richard Pearson', 'Patrick Macnee', 'Clifford Mollison', 'Moiya Kelly', 'Tony Wager']",,3.85,https://letterboxd.com//film/scrooge-1951/
514,Summer Interlude,1951,Ingmar Bergman,"['Maj-Britt Nilsson', 'Birger Malmsten', 'Alf Kjellin', 'Annalisa Ericson', 'Georg Funkquist', 'Stig Olin', 'Mimi Pollak', 'Renée Björling', 'Gunnar Olsson', 'Julia Cæsar', 'John Botvid', 'Douglas Håge', 'Torsten Lilliecrona', 'Eskil Eckert-Lundin', 'Carl Ström', 'Ernst Brunman', 'Fylgia Zadig', 'Emmy Albiin', 'Carl-Axel Elfving', 'Sten Mattsson', 'Marianne Schüler', 'Gösta Ström', 'Monique Roeger', 'Gerd Andersson', 'Göte Stergel']",,3.77,https://letterboxd.com//film/summer-interlude/
515,The River,1951,Jean Renoir,"['Nora Swinburne', 'Esmond Knight', 'Arthur Shields', 'Suprova Mukerjee', 'Thomas E. Breen', 'Patricia Walters', 'Radha Burnier', 'Adrienne Corri', 'June Tripp', 'Nimai Barik', 'Richard R. Foster', 'Jane Harris', 'Jennifer Harris', 'Trilak Jetley', 'Bhogwan Singh', 'Penelope Wilkinson', 'Cecilia Wood']",,3.79,https://letterboxd.com//film/the-river/
516,Two of a Kind,1951,Henry Levin,"[""Edmond O'Brien"", 'Lizabeth Scott', 'Terry Moore', 'Alexander Knox', 'Griff Barnett', 'Robert Anderson', 'Virginia Brissac', 'Emory Parnell']",,3.21,https://letterboxd.com//film/two-of-a-kind/
517,Ace in the Hole,1951,Billy Wilder,"['Kirk Douglas', 'Jan Sterling', 'Robert Arthur', 'Porter Hall', 'Frank Cady', 'Richard Benedict', 'Ray Teal', 'Lewis Martin', 'John Berkes', 'Frances Dominguez', 'Gene Evans', 'Frank Jaquet', 'Harry Harvey', 'Bob Bumpas', 'Geraldine Hall', 'Richard Gaines', 'Oscar Belinda', 'Martin Bendleton', 'Basil Chester', 'Ken Christy', 'Stewart Kirk Clawson', 'Iron Eyes Cody', 'Francisco Day', 'Lester Dorr', 'Claire Du Brey', 'Edith Evanson', 'William Fawcett', 'John Stuart Fulton', 'Joe Gray', 'Charles Griffin', 'Larry Hogan', 'Frank Keith', 'Bob Kortman', 'Martha Maryman', 'Stanley McKay', 'Joe J. Merrill', 'Paul D. Merrill', 'Lee Miller', 'Ralph Moody', 'Bert Moorhouse', ""William H. O'Brien"", 'Frank Andrew Parker', 'Martin Pendleton', 'William N. Peters', 'Timothy Carey', 'Bill Ramsey', 'Jack Roberts', 'Bill Sheehan', 'Bert Stevens', ""John 'Bub' Sweeney"", 'Rythem Wranglers']",,4.15,https://letterboxd.com//film/ace-in-the-hole/
518,The Young and the Damned,1950,Luis Buñuel,"['Alfonso Mejía', 'Estela Inda', 'Efraín Arauz', 'Miguel Inclán', 'Roberto Cobo', 'Javier Amézcua', 'Alma Delia Fuentes', 'Mário Ramírez', 'Jorge Pérez', 'Sergio Virel', 'Jesús García', 'Francisco Jambrina', 'Roberto Navarrete', 'José Loza', 'Antulio Jimenez Pons', 'Lupe Carriles', 'Charles Rooner', 'Salvador Quiroz', 'Ernesto Alonso', 'Inés Murillo', 'Enedina Díaz de León', 'Victorio Blanco']",,4.22,https://letterboxd.com//film/the-young-and-the-damned/
519,All About Eve,1950,Joseph L. Mankiewicz,"['Bette Davis', 'Anne Baxter', 'George Sanders', 'Celeste Holm', 'Gary Merrill', 'Hugh Marlowe', 'Thelma Ritter', 'Gregory Ratoff', 'Marilyn Monroe', 'Barbara Bates', 'Walter Hampden', 'Randy Stuart', 'Craig Hill', 'Leland Harris', 'Barbara White', 'Eddie Fisher', 'William Pullen', 'Claude Stroud', 'Eugene Borden', 'Helen Mowery', 'Steven Geray', 'Gertrude Astor', 'Frank Baker', 'Ralph Brooks', 'Jack Chefe', 'Sayre Dearing', 'Jack Deery', 'Franklyn Farnum', 'Bess Flowers', 'Colin Kenny', 'Ethelreda Leopold', 'Carl M. Leviness', 'Leota Lorraine', 'William Marion', 'Thomas Martin', 'Mathew McCue', 'Harold Miller', ""William H. O'Brien"", 'Stanley Orr', 'Foster H. Phinney', 'Marion Pierce', 'Paul Power', 'Suzanne Ridgway', 'Ann Robinson', 'Cosmo Sardo', 'Larry Steers', 'Robert Whitney']",,4.26,https://letterboxd.com//film/all-about-eve/
520,Rashomon,1950,Akira Kurosawa,"['Toshirō Mifune', 'Machiko Kyō', 'Takashi Shimura', 'Masayuki Mori', 'Minoru Chiaki', 'Kichijirô Ueda', 'Noriko Honma', 'Daisuke Katō']",,4.15,https://letterboxd.com//film/rashomon/
521,Sunset Boulevard,1950,Billy Wilder,"['William Holden', 'Gloria Swanson', 'Erich von Stroheim', 'Nancy Olson', 'Fred Clark', 'Lloyd Gough', 'Jack Webb', 'Franklyn Farnum', 'Larry J. Blake', 'Charles Dayton', 'Cecil B. DeMille', 'Hedda Hopper', 'Buster Keaton', 'Anna Q. Nilsson', 'H.B. Warner', 'Ray Evans', 'Jay Livingston', 'Fred Aldrich', 'Joel Allen', 'Gertrude Astor', 'Anne Bauchens', 'Edward Biby', 'Danny Borzage', 'Ken Christy', 'Ruth Clifford', 'John Cortay', 'Archie R. Dalzell', 'Eddie Dew', 'Julia Faye', 'Al Ferguson', 'Gerry Ganzer', 'Rudy Germane', 'Kenneth Gibson', 'Creighton Hale', 'Chuck Hamilton', 'Len Hendry', 'E. Mason Hopper', 'Stan Johnson', 'Tiny Jones', 'Howard Joslin', 'Arthur Lane', 'Perc Launders', 'William Meader', 'Gertrude Messinger', 'Harold Miller', 'Howard Negley', 'John ""Skins"" Miller', 'Lee Miller', 'Ralph Montgomery', 'Bert Moorhouse', 'Jay Morley', 'Eva Novak', ""Frank O'Connor"", ""Robert Emmett O'Connor"", 'Jack Perrin', 'Sidney Skolsky', 'Emmett Smith', 'Archie Twitchell', 'Yvette Vickers', 'Edward Wahrman', 'Henry Wilcoxon', 'Peter Drynan', 'Sanford E. Greenwald', 'James Hawley', 'Alan Marston', 'Bernice Mosk', 'Virginia L. Randolph', 'Bill Sheehan', 'Roy Thompson', 'Jack Warden']",,4.36,https://letterboxd.com//film/sunset-boulevard/
522,Late Spring,1949,Yasujirō Ozu,"['Chishū Ryū', 'Setsuko Hara', 'Yumeji Tsukioka', 'Haruko Sugimura', 'Hohi Aoki', 'Jun Usami', 'Kuniko Miyake', 'Masao Mishima', 'Yoshiko Tsubouchi', 'Yôko Katsuragi', 'Toyo Takahashi', 'Jun Tanizaki', 'Ichirô Shimizu', 'Youko Benisawa', 'Manzaburo Umewaka', 'Nobu Nojima', 'Ichiro Kitamura', 'Haruo Yasufuku', 'Tadaichi Aoki', 'Seiju Kanze', 'Shintaro Umewaka', 'Shizuo Kanze', 'Seiji Toda', 'Kozo Fukuda', 'Shinichiro Takayama', 'Seinosuke Ishida', 'Yutaka Aoki', 'Kinzo Hasegawa', 'Gazan Hasegawa', 'Mikuma Shimada']",,4.25,https://letterboxd.com//film/late-spring/
523,The Third Man,1949,Carol Reed,"['Joseph Cotten', 'Alida Valli', 'Orson Welles', 'Trevor Howard', 'Paul Hörbiger', 'Ernst Deutsch', 'Erich Ponto', 'Siegfried Breuer', 'Hedwig Bleibtreu', 'Bernard Lee', 'Wilfrid Hyde-White', 'Alexis Chesnakov', 'Thomas Gallagher', 'Herbert Halbik', 'Hannah Norbert', 'Eric Pohlmann', 'Carol Reed', 'Annie Rosar', 'Frederick Schrecker', 'Hugo Schuster', 'Karl Stepanek', 'Theodore Gottlieb', 'Jenny Werner']",,4.19,https://letterboxd.com//film/the-third-man/
524,Bicycle Thieves,1948,Vittorio De Sica,"['Lamberto Maggiorani', 'Enzo Staiola', 'Lianella Carell', 'Elena Altieri', 'Gino Saltamerenda', 'Giulio Chiari', 'Vittorio Antonucci', 'Michele Sakara', 'Carlo Jachino', 'Emma Druetti', 'Giulio Battiferri', 'Sergio Leone', 'Mario Meniconi', 'Checco Rissone', 'Peppino Spadaro', 'Nando Bruno', 'Eolo Capritti', 'Memmo Carotenuto', 'Umberto Spadaro', 'Fausto Guerzoni', 'Piero Heliczer', 'Massimo Randisi']",,4.24,https://letterboxd.com//film/bicycle-thieves/
525,The Red Shoes,1948,"Emeric Pressburger, Michael Powell","['Moira Shearer', 'Adolf Wohlbrück', 'Marius Goring', 'Léonide Massine', 'Robert Helpmann', 'Albert Bassermann', 'Esmond Knight', 'Ludmilla Tchérina', 'Jean Short', 'Gordon Littmann', 'Julia Lang', 'Bill Shine', 'Austin Trevor', 'Eric Berry', 'Irene Browne', 'Jerry Verno', 'Derek Elphinstone', 'Marie Rambert', 'Joy Rawlins', 'Marcel Poncin', 'Michel Bazalgette']",,4.3,https://letterboxd.com//film/the-red-shoes/
526,Germany Year Zero,1948,Roberto Rossellini,"['Edmund Moeschke', 'Ernst Pittschau', 'Ingetraud Hinze', 'Franz-Otto Krüger', 'Erich Gühne', 'Heidi Blänkner', 'Jo Herbst', 'Barbara Hintz', 'Karl Krüger', 'Alexandra Manys', 'Christl Merker', 'Gaby Raak', 'Inge Rocklitz', 'Hans Sangen', 'Babsi Schultz-Reckewell', 'Franz von Treuberg']",4.0,3.95,https://letterboxd.com//film/germany-year-zero/
527,Rope,1948,Alfred Hitchcock,"['James Stewart', 'John Dall', 'Farley Granger', 'Edith Evanson', 'Joan Chandler', 'Cedric Hardwicke', 'Constance Collier', 'Douglas Dick', 'Dick Hogan', 'Alfred Hitchcock']",,4.05,https://letterboxd.com//film/rope/
528,The Treasure of the Sierra Madre,1948,John Huston,"['Humphrey Bogart', 'Walter Huston', 'Tim Holt', 'Bruce Bennett', 'Barton MacLane', 'Alfonso Bedoya', 'Arturo Soto Rangel', 'Manuel Dondé', 'José Torvay', 'Margarito Luna', 'Robert Blake', 'Guillermo Calles', 'Roberto Cañedo', 'Spencer Chan', 'Jacqueline Dalya', 'Ralph Dunn', 'Ernesto Escoto', 'Pat Flaherty', 'Martín Garralaga', 'Jack Holt', 'John Huston', 'Francisco Islas', 'Mario Mancilla', 'Julian Rivero', 'Ángela Rodríguez', 'Jay Silverheels', 'Ray Spiker', 'Valdespino', 'Ildefonso Vega', 'Harry J. Vejar', 'Ignacio Villalbazo', 'Clifton Young']",,4.18,https://letterboxd.com//film/the-treasure-of-the-sierra-madre/
529,The Three Garcia,1947,Ismael Rodríguez,"['Sara García', 'Pedro Infante', 'Marga López', 'Abel Salazar', 'Víctor Manuel Mendoza', 'Carlos Orellana', 'Fernando Soto', 'Antonio R. Frausto', 'Clifford Carr', 'Hernán Vera', 'Manuel Arvide', 'José Muñoz', 'Paco Martínez', 'Josefina Burgos', 'José Escanero', 'José Pardavé', 'Lidia Franco', 'Cecilia Leger', 'Chel López', 'Sara Montes', 'Ignacio Peón', 'Manuel Pozos', 'María Luisa Smith', 'Ramón Sánchez']",,3.59,https://letterboxd.com//film/the-three-garcia/
